# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	2247
#@/user_id	bigzhu_mac
mei fa xian 	沒發現	c=1 d=0.657047 t=2247
mei ju 	美劇	c=1 d=0.140156 t=2247
mei shen me 	沒什麼	c=1 d=0.0222592 t=2247
mei shu 	美術	c=1 d=0.114178 t=2247
mei you 	沒有	c=2 d=0.0525625 t=2247
mi huo 	迷惑	c=0 d=0.000775048 t=2247
mi huo le 	迷惑了	c=1 d=0.00778933 t=2247
mi ma 	密碼	c=2 d=0.451909 t=2247
mian fei 	免費	c=2 d=0.621362 t=2247
miao shu 	描述	c=2 d=1.98511 t=1930
ming 	名	c=3 d=0.0990811 t=2247
ming ling 	命令	c=3 d=0.284439 t=2247
ming zi 	名字	c=5 d=0.300849 t=2247
mo 	莫	c=2 d=0.640496 t=2247
mo hu 	模糊	c=1 d=0.0672055 t=2247
mo mo 	摸摸	c=0 d=0.1 t=2205
mo mo tou 	摸摸頭	c=1 d=1 t=2206
mo ren 	默認	c=2 d=0.054204 t=2247
mo sha 	抹殺	c=0 d=0.1 t=2010
mo sha di 	抹殺帝	c=1 d=1 t=2011
mo shi 	模式	c=3 d=0.110293 t=2247
mo wei 	末尾	c=1 d=0.0144798 t=2247
mou ge 	某個	c=4 d=0.813482 t=2247
mou pian 	某篇	c=1 d=0.0590129 t=2247
mu lu 	目錄	c=2 d=0.393732 t=2247
mu qian 	目前	c=2 d=0.10383 t=2247
na 	那	c=1 d=0.0206508 t=2247
na chu lai 	拿出來	c=1 d=0.358796 t=2247
na dian 	那點	c=1 d=0.341298 t=2247
na ge 	哪個	c=1 d=1 t=2045
na ge 	那個	c=4 d=0.0973555 t=2247
na li 	那裏	c=2 d=0.0768893 t=2247
na pa 	哪怕	c=1 d=0.128735 t=2247
na shi 	那時	c=2 d=0.653795 t=2247
na you 	那又	c=1 d=1 t=2086
nai zhi 	乃至	c=1 d=0.126186 t=2247
nan 	男	c=1 d=0.0459593 t=2247
nao chou 	腦抽	c=1 d=0.133989 t=2247
ne 	呢	c=6 d=1.53958 t=2247
nei rong 	內容	c=1 d=1 t=1983
neng 	能	c=7 d=2.55006 t=2247
neng li 	能力	c=10 d=0.853809 t=2247
ni 	你	c=13 d=4.89348 t=2247
ni ba wo 	你把我	c=1 d=0.0337087 t=2247
ni bu shi 	你不是	c=1 d=0.323033 t=2247
ni de 	你的	c=2 d=1.63128 t=2210
ni na 	你那	c=1 d=0.0555762 t=2247
ni na li 	你那裏	c=1 d=0.319819 t=2247
ni xu yao 	你需要	c=1 d=1 t=1991
ni ye 	你也	c=1 d=1 t=2061
ni zhe ge 	你這個	c=1 d=1 t=2010
nian 	年	c=5 d=1.45165 t=2247
nian 	粘	c=1 d=0.97531 t=2247
nian dai 	年代	c=0 d=0.0145876 t=2247
nian di 	年底	c=1 d=0.472367 t=2247
nian qing 	年輕	c=1 d=0.618783 t=2247
nu li 	努力	c=1 d=1 t=2208
nv ren 	女人	c=1 d=0.0468877 t=2247
pai 	拍	c=1 d=0.995012 t=2247
pan duan 	判斷	c=1 d=0.806541 t=2247
pang le 	胖了	c=1 d=0.0146253 t=2247
pao qi 	拋棄	c=1 d=0.174645 t=2247
pei 	呸	c=1 d=1 t=2019
pei he 	配合	c=1 d=0.00941925 t=2247
pei tao 	配套	c=1 d=0.0833256 t=2247
pei wo 	陪我	c=0 d=0.0484325 t=2247
pei wo ma 	陪我媽	c=1 d=0.486752 t=2247
pei xun 	培訓	c=1 d=1 t=2050
pi da 	屁大	c=1 d=0.343009 t=2247
pi liang 	批量	c=4 d=3.80213 t=1962
pi pei 	匹配	c=2 d=0.137491 t=2247
qi lai 	起來	c=1 d=0.0225114 t=2247
qian ji tian 	前幾天	c=1 d=0.579842 t=2247
qian yi 	遷移	c=2 d=0.385062 t=2247
qiang xian 	搶先	c=1 d=0.778801 t=2247
qiao ru 	敲入	c=2 d=0.129678 t=2247
qie 	切	c=2 d=0.0736271 t=2247
qie ge 	切割	c=2 d=0.030463 t=2247
qie kai le 	切開了	c=1 d=0.0699482 t=2247
qing 	請	c=1 d=0.0285814 t=2247
qing kuang 	情況	c=2 d=0.0488793 t=2247
qing li 	清理	c=1 d=0.70822 t=2247
qing liang 	輕量	c=1 d=0.0109436 t=2247
qing mei zhu ma 	青梅竹马	c=1 d=0.40657 t=2247
qing wa 	青蛙	c=1 d=0.0137736 t=2247
qu 	去	c=1 d=1 t=2216
qu 	取	c=4 d=0.267933 t=2247
qu de 	去的	c=1 d=0.0151463 t=2247
qu jin 	趋进	c=1 d=0.0632918 t=2247
qu kan ba 	去看吧	c=1 d=0.0720785 t=2247
qu kuai lian 	區塊鏈	c=1 d=0.687289 t=2247
qu ni 	去呢	c=1 d=0.0317456 t=2247
qu nian 	去年	c=1 d=0.0148464 t=2247
qu xiao 	取消	c=7 d=6.24213 t=1980
qu xiao le 	取消了	c=1 d=0.0413782 t=2247
quan bu 	全部	c=2 d=0.691183 t=2247
quan dou 	全都	c=1 d=0.740818 t=2247
quan ku 	全庫	c=2 d=1.99501 t=1921
quan shi 	全是	c=1 d=0.12307 t=2247
quan wen 	全文	c=3 d=0.189838 t=2247
que bao 	確保	c=1 d=0.0478349 t=2247
que shi 	確實	c=1 d=0.0207543 t=2247
que xian 	缺陷	c=1 d=0.0652193 t=2247
ran hou 	然後	c=3 d=0.240759 t=2247
rang 	讓	c=2 d=0.0240349 t=2247
rang qi 	讓其	c=1 d=0.0987662 t=2247
re jian 	熱鍵	c=3 d=0.23724 t=2247
ren 	人	c=4 d=0.857934 t=2247
ren gong 	人工	c=1 d=0.680451 t=2247
ren li zi yuan 	人力資源	c=1 d=1 t=2092
ren zhi 	任職	c=1 d=0.0170774 t=2247
ren zhu 	人住	c=1 d=0.332871 t=2247
ri li 	日曆	c=1 d=0.904837 t=2247
rong 	榮	c=1 d=0.373439 t=2247
ru guo 	如果	c=4 d=0.37984 t=2247
ru he 	如何	c=4 d=1.58746 t=2247
ru tu 	如圖	c=2 d=0.190389 t=2247
ru zhi 	入紙	c=1 d=0.425283 t=2247
ru zhi 	入職	c=1 d=0.427415 t=2247
ruan jian 	軟件	c=1 d=1 t=2236
run se 	潤色	c=1 d=0.0294518 t=2247
san shu 	三叔	c=1 d=0.0169075 t=2247
sha sha 	傻傻	c=1 d=1 t=2035
sha sha 	沙沙	c=1 d=1 t=2034
sha zi 	傻子	c=1 d=0.839457 t=2247
shan chu 	刪除	c=7 d=0.675282 t=2247
shang 	上	c=4 d=0.724392 t=2247
shang 	傷	c=2 d=0.229131 t=2247
shang ban 	上班	c=1 d=0.565525 t=2247
shang chuan 	上傳	c=2 d=0.128843 t=2247
shang dian 	商店	c=1 d=0.2334 t=2247
shang lai 	上來	c=1 d=0.402524 t=2247
shang mian 	上面	c=3 d=0.622308 t=2247
shang shou 	上手	c=1 d=0.00882647 t=2247
she zhi 	設置	c=1 d=0.0939493 t=2247
shen hai 	深海	c=2 d=0.21616 t=2247
shen jing 	神經	c=4 d=2.75946 t=2247
shen me 	什麼	c=9 d=1 t=2247
shen ti 	身體	c=1 d=0.0131019 t=2247
shen zhi 	甚至	c=1 d=1 t=2079
sheng 	生	c=2 d=0.188374 t=2247
sheng cheng 	生成	c=5 d=0.331743 t=2247
sheng ji 	升級	c=1 d=0.126818 t=2247
sheng qian 	省錢	c=1 d=0.225373 t=2247
shi 	事	c=0 d=0.1 t=2217
shi 	式	c=0 d=0.1 t=2016
shi 	是	c=32 d=4.58884 t=2247
shi a 	是啊	c=1 d=1 t=2052
shi bai 	失敗	c=1 d=0.00802655 t=2247
shi bie 	識別	c=1 d=0.701173 t=2247
shi dai 	時代	c=1 d=0.362402 t=2247
shi de 	是的	c=1 d=0.900325 t=2247
shi dian 	施甸	c=2 d=0.0311206 t=2247
shi fou 	是否	c=2 d=0.275774 t=2247
shi gei 	是給	c=1 d=0.082085 t=2247
shi hou 	時候	c=12 d=2.30137 t=2247
shi jian 	時間	c=1 d=0.767206 t=2247
shi li 	視力	c=1 d=0.83527 t=2247
shi pin 	視頻	c=1 d=0.451581 t=2247
shi pin tu xiang 	視頻圖像	c=1 d=0.690734 t=2247
shi wo de 	是我的	c=1 d=0.257947 t=2247
shi xian 	實現	c=2 d=0.184615 t=2247
shi yong 	使用	c=10 d=1.49601 t=2247
shi yong 	適用	c=2 d=0.045241 t=2247
shi zhong 	始終	c=2 d=0.0541145 t=2247
shou 	手	c=0 d=0.0431711 t=2247
shou 	瘦	c=2 d=1.00467 t=2247
shou fei 	收費	c=1 d=0.0116203 t=2247
shou ji 	手機	c=1 d=0.242926 t=2247
shou xia 	手下	c=1 d=0.0175097 t=2247
shu 	樹	c=1 d=0.0154523 t=2247
shu ju 	數據	c=2 d=0.901599 t=2247
shu ju gong xiang 	數據共享	c=1 d=0.71177 t=2247
shu li 	梳理	c=2 d=0.670618 t=2247
shu ru 	輸入	c=1 d=1 t=1898
shu ru fa 	輸入法	c=1 d=1 t=1915
shu shuang 	舒爽	c=1 d=1 t=2049
shu zi 	數字	c=1 d=0.210136 t=2247
shuang fang 	雙方	c=1 d=1 t=2100
shui 	水	c=1 d=0.0153752 t=2247
shui 	睡	c=4 d=0.995745 t=2247
shui ba 	睡吧	c=1 d=0.0246002 t=2247
shui cao 	水槽	c=1 d=0.0157644 t=2247
shuo 	說	c=1 d=1 t=2215
shuo de 	說的	c=1 d=1 t=2016
shuo guo le 	說過了	c=1 d=0.0185924 t=2247
shuo le 	說了	c=1 d=1 t=2060
shuo ming 	說明	c=3 d=0.194641 t=2247
shuo shi 	說是	c=1 d=0.0710054 t=2247
shuo ta 	說她	c=1 d=0.324652 t=2247
si hu 	似乎	c=2 d=0.15259 t=2247
si wen 	斯文	c=2 d=1.4843 t=2247
sou suo 	搜索	c=6 d=0.236298 t=2247
sui 	歲	c=2 d=0.0752716 t=2247
sui ji 	隨機	c=1 d=0.090718 t=2247
suo qi lai 	縮起來	c=1 d=0.162026 t=2247
suo yi 	所以	c=4 d=1.2278 t=2247
suo you 	所有	c=2 d=0.131525 t=2247
ta 	他	c=4 d=0.657599 t=2247
ta 	她	c=4 d=1.14867 t=2247
tai 	太	c=1 d=0.66034 t=2247
tai duo 	太多	c=1 d=1 t=2064
tai guo 	泰國	c=1 d=1 t=1923
tai guo fen 	太過分	c=1 d=1 t=2029
tai nan 	太難	c=1 d=0.00891518 t=2247
tai ti 	態體	c=1 d=0.0858632 t=2247
tai wan 	臺灣	c=1 d=0.0161635 t=2247
tai xi huan 	太喜歡	c=1 d=0.0138427 t=2247
tai xiao 	太小	c=1 d=0.0208584 t=2247
tan suo 	探索	c=1 d=0.185444 t=2247
te xiao 	特效	c=1 d=0.113608 t=2247
teng xun 	騰訊	c=1 d=1 t=2242
teng yun 	騰雲	c=2 d=0.407856 t=2247
ti dao 	提到	c=1 d=0.106992 t=2247
ti gong 	提供	c=5 d=0.333218 t=2247
ti gong le 	提供了	c=2 d=0.0773047 t=2247
ti guo 	提過	c=0 d=0.1 t=2231
ti huan 	替換	c=1 d=1 t=1917
ti hui 	體會	c=2 d=1.47951 t=2209
ti hui dao 	體會到	c=1 d=1 t=2197
ti le 	提了	c=1 d=0.024234 t=2247
ti xi 	體系	c=1 d=0.173774 t=2247
ti xing 	提醒	c=1 d=0.909373 t=2247
tian jia 	添加	c=2 d=0.914023 t=2247
tian xia 	天下	c=1 d=0.00937227 t=2247
tiao 	條	c=0 d=0.014808 t=2247
tiao kan 	調侃	c=1 d=1 t=2165
tiao zheng 	調整	c=1 d=0.379083 t=2247
tiao zhuan 	跳轉	c=2 d=0.0715905 t=2247
tong bu 	同步	c=3 d=0.941475 t=2247
tong guo 	通過	c=1 d=0.0322254 t=2247
tong pei fu 	通配符	c=2 d=0.0641422 t=2247
tong yang 	同樣	c=1 d=0.0243554 t=2247
tong zhuang 	桶裝	c=1 d=0.0152985 t=2247
tou 	頭	c=0 d=0.1 t=2205
tou su 	投訴	c=1 d=0.0528657 t=2247
tou xiang 	頭像	c=2 d=0.500968 t=2247
tu 	圖	c=1 d=0.104874 t=2247
tu jing 	途徑	c=1 d=0.0385808 t=2247
tu pian 	圖片	c=17 d=3.81506 t=2247
tu pu 	圖譜	c=3 d=0.229348 t=2247
tu xiang 	圖像	c=0 d=0.0687289 t=2247
tuan dui 	團隊	c=1 d=0.571209 t=2247
tui guang 	推廣	c=1 d=0.247833 t=2247
tui kuan 	退款	c=1 d=0.0300468 t=2247
tui song 	推送	c=1 d=0.0298969 t=2247
tui xiu 	退休	c=1 d=0.0824965 t=2247
tuo dao 	拖到	c=1 d=0.0211736 t=2247
tuo yi 	脫衣	c=1 d=0.794534 t=2247
wai bu 	外部	c=1 d=0.843665 t=2247
wan 	玩	c=3 d=0.427221 t=2247
wan mei 	完美	c=2 d=0.831104 t=2247
wan quan 	完全	c=2 d=0.414076 t=2247
wan shang 	晚上	c=1 d=0.0127147 t=2247
wan zheng 	完整	c=1 d=0.0118551 t=2247
wang ji 	忘記	c=2 d=0.454174 t=2247
wang le 	忘了	c=1 d=0.774916 t=2247
wang luo 	網絡	c=4 d=2.77329 t=2247
wang you 	網友	c=1 d=0.369723 t=2247
wei 	未	c=1 d=0.0350844 t=2247
wei 	爲	c=4 d=0.945122 t=2247
wei le 	爲了	c=1 d=0.729789 t=2247
wei qu 	委屈	c=3 d=2.94033 t=2183
wei xin 	微信	c=1 d=0.0298969 t=2247
wei zhi 	位置	c=2 d=0.381349 t=2247
wei zhun 	爲準	c=1 d=1 t=2104
wen 	文	c=1 d=0.203926 t=2247
wen dang 	文檔	c=10 d=1.48957 t=2247
wen guo 	問過	c=0 d=0.00141223 t=2247
wen guo wo 	問過我	c=1 d=0.0141931 t=2247
wen jian 	文件	c=22 d=3.72344 t=2247
wen jian jia 	文件夾	c=2 d=0.639699 t=2247
wen jian ming 	文件名	c=4 d=0.405282 t=2247
wen ti 	問題	c=5 d=0.284355 t=2247
wen ti shi 	問題史	c=1 d=0.0229371 t=2247
wen zhang 	文章	c=2 d=0.115725 t=2247
wen zi 	文字	c=1 d=0.0668703 t=2247
wo 	我	c=14 d=2.49314 t=2247
wo ca 	我擦	c=1 d=0.408608 t=2247
wo de 	我的	c=5 d=0.744259 t=2247
wo dui ni 	我對你	c=1 d=1 t=2140
wo guo lai 	我過來	c=1 d=1 t=2214
wo hai shi 	我還是	c=1 d=0.031273 t=2247
wo hui 	我會	c=2 d=1.64726 t=2207
wo ji ben 	我基本	c=1 d=0.0361528 t=2247
wo ma 	我媽	c=1 d=0.847894 t=2247
wo na shi 	我那時	c=1 d=0.66034 t=2247
wo ti guo 	我提過	c=1 d=1 t=2232
wo xian zai 	我現在	c=1 d=0.0308074 t=2247
wo xu yao 	我需要	c=1 d=0.011109 t=2247
wo ye 	我也	c=1 d=1 t=2135
wo yi ge ren 	我一個人	c=1 d=0.484325 t=2247
wo yi jing 	我已經	c=1 d=0.196912 t=2247
wo zai 	我在	c=2 d=0.481909 t=2247
wo zai xiang 	我在想	c=1 d=1 t=2096
wu fa 	無法	c=4 d=0.603548 t=2247
wu fa shi yong 	無法使用	c=1 d=0.0333733 t=2247
wu fa xian shi 	無法顯示	c=1 d=1 t=1900
wu fa you xiao 	無法有效	c=1 d=0.0327124 t=2247
wu liao 	無聊	c=1 d=0.380983 t=2247
wu niang 	舞娘	c=1 d=0.379083 t=2247
wu xu 	無需	c=1 d=0.878095 t=2247
xi 	細	c=1 d=0.701173 t=2247
xi que 	稀缺	c=1 d=0.144424 t=2247
xi tong 	系統	c=3 d=0.0632266 t=2247
xi zao 	洗澡	c=1 d=0.0365162 t=2247
xia 	下	c=6 d=1.10534 t=2247
xia la 	下拉	c=1 d=0.0620385 t=2247
xia mian 	下面	c=2 d=0.217778 t=2247
xia zai 	下載	c=0 d=0.0203926 t=2247
xia zai yi fen 	下載一份	c=1 d=0.204948 t=2247
xian 	線	c=0 d=0.066034 t=2247
xian shi 	顯示	c=7 d=0.762977 t=2247
xian zai 	現在	c=4 d=1.8557 t=2247
xian zhi 	限制	c=1 d=0.353455 t=2247
xiang 	想	c=0 d=0.0759572 t=2247
xiang ban fa 	想辦法	c=1 d=0.524663 t=2247
xiang duo 	想多	c=1 d=1 t=2200
xiang guan 	相關	c=3 d=0.223804 t=2247
xiang hui 	想回	c=1 d=0.882497 t=2247
xiang mu 	項目	c=3 d=0.928627 t=2247
xiang tong 	相同	c=1 d=1 t=1986
xiang xi 	詳細	c=1 d=0.0169075 t=2247
xiang yao 	想要	c=1 d=0.0265162 t=2247
xiang zuo ge 	想做個	c=1 d=0.763379 t=2247
xiao shuo 	小說	c=1 d=0.130029 t=2247
xiao xi 	消息	c=1 d=0.0297478 t=2247
xie 	寫	c=10 d=1.18502 t=2247
xie de 	寫的	c=1 d=0.177284 t=2247
xie e 	邪惡	c=1 d=0.429557 t=2247
xie le 	寫了	c=1 d=0.111359 t=2247
xie shao 	些少	c=1 d=0.0165727 t=2247
xin 	信	c=1 d=0.222017 t=2247
xin 	新	c=1 d=0.151751 t=2247
xin de 	新的	c=2 d=0.729884 t=2247
xin jian 	新建	c=3 d=0.237811 t=2247
xin qi 	新奇	c=2 d=0.043125 t=2247
xin ren 	新人	c=1 d=1 t=2099
xin wen jian 	新文件	c=1 d=0.0219278 t=2247
xin xi 	新息	c=2 d=0.837914 t=2247
xin xi 	欣喜	c=1 d=1 t=2124
xing cheng 	形成	c=1 d=0.0198411 t=2247
xing yun 	幸運	c=1 d=0.612626 t=2247
xiu fu 	修復	c=2 d=0.134044 t=2247
xiu gai 	修改	c=6 d=0.36345 t=2247
xiu zheng 	修正	c=1 d=0.0288686 t=2247
xu qiu 	需求	c=1 d=0.0246002 t=2247
xu yao 	需要	c=3 d=0.0267334 t=2247
xuan 	選	c=1 d=0.0735345 t=2247
xuan ze 	選擇	c=2 d=0.387364 t=2247
xuan zhong 	選中	c=3 d=0.16037 t=2247
xue xi 	學習	c=1 d=0.0266491 t=2247
ya 	芽	c=1 d=1 t=2175
ya suo 	壓縮	c=12 d=3.9557 t=2247
yan jing 	眼鏡	c=2 d=1.61267 t=2247
yang 	楊	c=1 d=0.371577 t=2247
yang 	樣	c=1 d=1 t=2154
yang guang 	陽光	c=1 d=0.0133665 t=2247
yang le 	陽了	c=1 d=0.501576 t=2247
yang shi 	樣式	c=1 d=0.158025 t=2247
yang zi 	樣子	c=1 d=0.0184997 t=2247
yao 	要	c=6 d=3.07503 t=2247
yao bu 	腰部	c=1 d=0.909373 t=2247
yao bu yao 	要不要	c=1 d=1 t=2097
yao qiu 	要求	c=1 d=1 t=2129
yao you 	要有	c=1 d=0.918512 t=2247
ye 	也	c=10 d=1.3815 t=2247
ye 	頁	c=1 d=1 t=1904
ye chang 	夜場	c=1 d=0.0140519 t=2247
ye hui 	也會	c=1 d=1 t=1978
ye jiu shi 	也就是	c=1 d=0.0728029 t=2247
ye ke yi zuo 	也可以做	c=1 d=0.0258615 t=2247
ye mei you 	也沒有	c=2 d=0.279632 t=2247
ye neng 	也能	c=1 d=0.0112769 t=2247
ye shi 	也是	c=2 d=0.64197 t=2247
ye xu 	也許	c=1 d=0.0144076 t=2247
ye you 	也有	c=1 d=0.236928 t=2247
yi 	一	c=1 d=0.120633 t=2247
yi 	以	c=4 d=0.505393 t=2247
yi bao 	醫保	c=3 d=0.821214 t=2247
yi bu yi ding 	一不一定	c=1 d=0.0203434 t=2247
yi ci 	一次	c=1 d=0.400517 t=2247
yi dian 	一點	c=1 d=0.600496 t=2247
yi ding 	一定	c=0 d=0.00202419 t=2247
yi dong 	移動	c=1 d=0.971319 t=2247
yi dong duan 	移動端	c=3 d=0.895834 t=2247
yi du 	一讀	c=1 d=0.20089 t=2247
yi dui 	一堆	c=0 d=0.1 t=2217
yi dui shi 	一堆事	c=1 d=1 t=2218
yi fang bu ce 	以防不测	c=1 d=0.203926 t=2247
yi fang wan yi 	以防万一	c=1 d=0.031117 t=2247
yi fen 	一份	c=0 d=0.0203926 t=2247
yi ge 	一個	c=19 d=1.62287 t=2247
yi hou 	以後	c=3 d=0.325663 t=2247
yi ji 	以及	c=3 d=0.725051 t=2247
yi jing 	已經	c=3 d=0.642484 t=2247
yi kan 	一看	c=1 d=0.722527 t=2247
yi lai 	依賴	c=1 d=0.282239 t=2247
yi lv 	一律	c=1 d=0.0214936 t=2247
yi pian 	一篇	c=1 d=0.0561348 t=2247
yi qian 	以前	c=4 d=0.565045 t=2247
yi qing 	疫情	c=2 d=0.559172 t=2247
yi wen 	一文	c=1 d=1 t=2230
yi xi lie 	一系列	c=1 d=0.0317456 t=2247
yi xia 	一下	c=1 d=0.198891 t=2247
yi xia 	以下	c=2 d=0.989949 t=2247
yi xie 	一些	c=3 d=0.400262 t=2247
yi yang 	一樣	c=3 d=0.655525 t=2247
yi zhang 	一張	c=2 d=0.654848 t=2247
yi zhi 	一直	c=4 d=1.12737 t=2247
yi zhi 	一致	c=1 d=1 t=1988
yin shi 	飲食	c=1 d=0.657047 t=2247
yin wei 	因爲	c=1 d=0.0129068 t=2247
yin xiang 	印象	c=1 d=0.0137049 t=2247
yin yong 	引用	c=5 d=0.298198 t=2247
yin yue 	音樂	c=1 d=0.115325 t=2247
ying gai 	應該	c=3 d=0.580426 t=2247
ying pan 	硬盤	c=1 d=0.423162 t=2247
ying she 	映射	c=1 d=0.079659 t=2247
ying wen ban 	英文版	c=1 d=0.201897 t=2247
ying xiang 	影響	c=1 d=0.0122773 t=2247
yong 	用	c=19 d=1.80606 t=2247
yong hu 	用戶	c=1 d=0.317967 t=2247
yong hu le 	用戶了	c=1 d=0.802519 t=2247
yong lai 	用來	c=3 d=0.138862 t=2247
yong le 	用了	c=2 d=0.0904226 t=2247
yong qi lai 	用起來	c=2 d=0.371047 t=2247
yong shang 	用上	c=2 d=0.744643 t=2247
you 	又	c=3 d=0.204042 t=2247
you 	有	c=9 d=1.57347 t=2247
you dian 	有點	c=1 d=1 t=2093
you ge 	有個	c=1 d=0.293758 t=2247
you hua 	優化	c=1 d=0.239309 t=2247
you jian 	郵件	c=1 d=0.285076 t=2247
you mei 	又沒	c=1 d=1 t=2151
you neng 	又能	c=1 d=0.0507928 t=2247
you ren 	有人	c=2 d=0.05732 t=2247
you shang jiao 	右上角	c=1 d=0.377192 t=2247
you xiao 	有效	c=0 d=0.00325493 t=2247
you xie 	有些	c=1 d=1 t=2053
you zheng 	郵政	c=2 d=0.0372809 t=2247
yu dao 	遇到	c=1 d=0.0428521 t=2247
yu fa 	語法	c=2 d=0.0290969 t=2247
yu lan 	預覽	c=5 d=0.237529 t=2247
yu yan 	語言	c=1 d=1 t=2056
yuan ben 	原本	c=1 d=0.0997588 t=2247
yuan shi 	原始	c=1 d=0.0403566 t=2247
yuan yin 	原因	c=2 d=0.0505927 t=2247
yuan you 	緣由	c=1 d=0.128735 t=2247
yuan zi yu 	源自於	c=0 d=0.0179964 t=2247
yuan zi yu ci 	源自於此	c=1 d=0.180866 t=2247
yue 	約	c=1 d=0.04573 t=2247
yue du 	閱讀	c=1 d=0.212248 t=2247
yue xi 	月溪	c=0 d=0.0486752 t=2247
yue xi cun 	月溪村	c=2 d=1.09572 t=2247
yun dao 	暈倒	c=1 d=0.494109 t=2247
yun dong 	運動	c=1 d=0.733447 t=2247
yun nan 	雲南	c=1 d=0.458406 t=2247
yun xing 	運行	c=1 d=0.847894 t=2247
za 	咋	c=1 d=1 t=2170
za le 	咋了	c=1 d=0.037068 t=2247
za xiang 	雜項	c=1 d=0.431711 t=2247
zai 	再	c=1 d=0.226502 t=2247
zai 	在	c=11 d=1.16384 t=2247
zai xian 	在線	c=1 d=0.208045 t=2247
zan 	讚	c=0 d=0.1 t=2007
ze 	則	c=1 d=0.0123389 t=2247
zen me 	怎麼	c=5 d=0.81357 t=2247
zeng qiang 	增強	c=1 d=0.0581343 t=2247
zhai diao 	摘掉	c=1 d=0.822835 t=2247
zhai xia lai 	摘下來	c=1 d=0.0366992 t=2247
zhan tie 	粘貼	c=2 d=0.308515 t=2247
zhao 	趙	c=1 d=0.396531 t=2247
zhao bu dao 	找不到	c=1 d=0.00806679 t=2247
zhao dao 	找到	c=1 d=0.0497871 t=2247
zhao pian 	照片	c=3 d=1.01799 t=2247
zhao yi ge 	找一個	c=1 d=0.210136 t=2247
zhao zhao 	找找	c=1 d=0.227638 t=2247
zhe 	着	c=3 d=1.13038 t=2247
zhe 	這	c=1 d=0.0600896 t=2247
zhe de 	着的	c=1 d=0.0128424 t=2247
zhe ge 	這個	c=9 d=0.737001 t=2247
zhe jiu shi 	這就是	c=1 d=1 t=2014
zhe li 	這裏	c=2 d=0.213987 t=2247
zhe nian dai 	這年代	c=1 d=0.146607 t=2247
zhe pian 	這篇	c=1 d=0.01649 t=2247
zhe ren 	這人	c=1 d=0.19593 t=2247
zhe sha 	這啥	c=1 d=0.0330412 t=2247
zhe shi 	這是	c=7 d=1.70318 t=2247
zhe shi ge 	這是個	c=1 d=0.0448245 t=2247
zhe teng 	折騰	c=1 d=0.0176857 t=2247
zhe xie 	這些	c=1 d=0.113042 t=2247
zhe yang 	這樣	c=2 d=1.31602 t=2247
zhe zhang 	這張	c=1 d=0.625002 t=2247
zhe zhong 	這種	c=3 d=1.13719 t=2247
zhen shi 	真實	c=1 d=0.0372538 t=2247
zhen shi 	真是	c=1 d=1 t=2055
zheng chang 	正常	c=2 d=0.187813 t=2247
zheng li 	整理	c=9 d=1.30131 t=2247
zheng qu 	爭取	c=1 d=1 t=2004
zheng ti 	整體	c=1 d=0.0103063 t=2247
zheng xiang 	正向	c=1 d=1 t=2192
zheng zai 	正在	c=1 d=1 t=1955
zhi 	只	c=3 d=0.155143 t=2247
zhi 	至	c=1 d=0.0500366 t=2247
zhi chi 	支持	c=6 d=1.42453 t=2247
zhi dao 	知道	c=1 d=1 t=2068
zhi fu 	支付	c=1 d=0.0689068 t=2247
zhi hui 	只會	c=1 d=0.0678809 t=2247
zhi jie 	直接	c=5 d=0.111963 t=2247
zhi ke xi 	只可惜	c=1 d=0.0665368 t=2247
zhi lei 	之類	c=1 d=0.162838 t=2247
zhi liang 	質量	c=1 d=0.0547488 t=2247
zhi neng 	只能	c=2 d=0.797203 t=2247
zhi neng 	智能	c=2 d=1.47443 t=2247
zhi qian 	之前	c=1 d=0.0578443 t=2247
zhi shi 	只是	c=2 d=0.686207 t=2247
zhi shi 	知識	c=17 d=1.78985 t=2247
zhi shi 	芝士	c=1 d=0.053397 t=2247
zhi shi ku 	知識庫	c=10 d=1.93525 t=2247
zhi you 	只有	c=3 d=0.271571 t=2247
zhong 	中	c=5 d=0.35496 t=2247
zhong jian 	中間	c=1 d=0.169483 t=2247
zhong wen 	中文	c=8 d=0.347258 t=2247
zhong yu 	終於	c=2 d=0.436049 t=2247
zhu 	住	c=2 d=1.09633 t=2247
zhu chu 	住處	c=1 d=0.763379 t=2247
zhu ji 	主機	c=1 d=0.19593 t=2247
zhu ren 	主任	c=1 d=0.0192547 t=2247
zhu yao 	主要	c=2 d=0.2573 t=2247
zhu yi 	注意	c=1 d=1 t=2213
zhu zai 	住在	c=1 d=0.0178634 t=2247
zhu zhe 	住着	c=1 d=0.321422 t=2247
zhuan hua 	轉化	c=1 d=0.0120342 t=2247
zhuang 	裝	c=1 d=0.00856561 t=2247
zhuang shang 	裝上	c=1 d=0.017953 t=2247
zhuang tai 	狀態	c=2 d=0.618783 t=2247
zhuang tai liang 	狀態量	c=1 d=0.364219 t=2247
zhun bei 	準備	c=1 d=1 t=2051
zhuo mian 	桌面	c=1 d=1 t=2038
zi 	自	c=0 d=0.0031117 t=2247
zi fu 	字符	c=5 d=0.220325 t=2247
zi ji 	自己	c=5 d=0.800011 t=2247
